"E __________ grandes sinais, de maneira que fazia até descer fogo do céu à terra, à vista dos homens; (Apocalipse)","operava","['ROOT']"
"Foi-lhe concedido também dar fôlego à imagem da besta, para que a imagem da besta falasse, e fizesse que fossem __________ todos os que não adorassem a imagem da besta. (Apocalipse)","mortos","['ccomp']"
"Aquele que tem entendimento, __________ o número da besta; (Apocalipse)","calcule","['ROOT']"
"E __________, e eis o Cordeiro em pé sobre o Monte Sião, e com ele cento e quarenta e quatro mil, que traziam na fronte escrito o nome dele e o nome de seu Pai. (Apocalipse)","olhei","['ROOT']"
"E __________ uma voz do céu, como a voz de muitas águas, e como a voz de um grande trovão e a voz que ouvi era como de harpistas, que tocavam as suas harpas. (Apocalipse)","ouvi","['ROOT']"
"E __________ um cântico novo diante do trono, e diante dos quatro seres viventes e dos anciãos; (Apocalipse)","cantavam","['ROOT']"
"Estes foram __________ dentre os homens para serem as primícias para Deus e para o Cordeiro. (Apocalipse)","comprados","['ROOT']"
"Caiu, __________ a grande Babilônia, que a todas as nações deu a beber do vinho da ira da sua prostituição. (Apocalipse)","caiu","['ROOT']"
"Se alguém adorar a besta, e a sua imagem, e receber o sinal na fronte, ou na mão, também o tal __________ do vinho da ira de Deus, que se acha preparado sem mistura, no cálice da sua ira; e será atormentado com fogo e enxofre diante dos santos anjos e diante do Cordeiro. (Apocalipse)","beberá","['ROOT']"
"A fumaça do seu tormento __________ para todo o sempre; e não têm repouso nem de dia nem de noite os que adoram a besta e a sua imagem, nem aquele que recebe o sinal do seu nome. (Apocalipse)","sobe","['ROOT']"
"Aqui está __________ dos santos, daqueles que guardam os mandamentos de Deus e a fé em Jesus. (Apocalipse)","a perseverança","['det', 'ROOT']"
"E __________, e eis uma nuvem branca, e assentado sobre a nuvem um semelhante a filho de homem, que tinha sobre a cabeça uma coroa de ouro, e na mão uma foice afiada. (Apocalipse)","olhei","['ROOT']"
"Ainda __________ saiu do santuário que está no céu, o qual também tinha uma foice afiada. (Apocalipse)","outro anjo","['det', 'csubj']"
"E __________ meteu a sua foice à terra, e vindimou as uvas da vinha da terra, e lançou-as no grande lagar da ira de Deus. (Apocalipse)","o anjo","['det', 'ROOT']"
"E o lagar foi __________ da cidade, e saiu sangue do lagar até os freios dos cavalos, pelo espaço de mil e seiscentos estádios. (Apocalipse)","pisado fora","['ROOT', 'advmod']"
"E __________ o cântico de Moisés, servo de Deus, e o cântico do Cordeiro, dizendo: Grandes e admiráveis são as tuas obras, ó Senhor Deus Todo-Poderoso; justos e verdadeiros são os teus caminhos, ó Rei dos séculos. (Apocalipse)","cantavam","['ROOT']"
"Quem não te __________, Senhor, e não glorificará o teu nome? (Apocalipse)","temerá","['ROOT']"
"Depois disto olhei, e abriu-se o santuário do tabernáculo do __________ no céu; (Apocalipse)","testemunho","['ccomp']"
"E o santuário __________ de fumaça pela glória de Deus e pelo seu poder; e ninguém podia entrar no santuário, enquanto não se consumassem as sete pragas dos sete anjos. (Apocalipse)","se encheu","['expl', 'ROOT']"
"Então foi __________ e derramou a sua taça sobre a terra; (Apocalipse)","o primeiro","['det', 'ROOT']"
"O segundo __________ derramou a sua taça no mar, que se tornou em sangue como de um morto, e morreu todo ser vivente que estava no mar. (Apocalipse)","anjo","['ROOT']"
"O terceiro __________ derramou a sua taça nos rios e nas fontes das águas, e se tornaram em sangue. (Apocalipse)","anjo","['ROOT']"
"Na verdade, ó Senhor Deus Todo-Poderoso, verdadeiros e justos são __________. (Apocalipse)","os teus juízos","['det', 'ROOT', 'amod']"
"O quarto __________ derramou a sua taça sobre o sol, e foi-lhe permitido que abrasasse os homens com fogo. (Apocalipse)","anjo","['ROOT']"
"E os homens foram __________ com grande calor; e blasfemaram o nome de Deus, que tem poder sobre estas pragas; e não se arrependeram para lhe darem glória. (Apocalipse)","abrasados","['ROOT']"
"O quinto __________ derramou a sua taça sobre o trono da besta, e o seu reino se fez tenebroso; (Apocalipse)","anjo","['ROOT']"
"E por causa das suas dores, e por causa das suas chagas, __________ o Deus do céu; (Apocalipse)","blasfemaram","['ROOT']"
"O sexto __________ derramou a sua taça sobre o grande rio Eufrates; (Apocalipse)","anjo","['ROOT']"
"Pois são __________ de demônios, que operam sinais; (Apocalipse)","espíritos","['ROOT']"
"E eles os __________ no lugar que em hebraico se chama Armagedom. (Apocalipse)","congregaram","['ROOT']"
"Todas ilhas __________, e os montes não mais se acharam. (Apocalipse)","fugiram","['ROOT']"
"E sobre os homens __________ do céu uma grande saraivada, pedras quase do peso de um talento; (Apocalipse)","caiu","['ROOT']"
"E vi que a mulher estava __________ com o sangue dos santos e com o sangue dos mártires de Jesus. (Apocalipse)","embriagada","['ccomp']"
"Eu te __________ o mistério da mulher, e da besta que a leva, a qual tem sete cabeças e dez chifres. (Apocalipse)","direi","['ROOT']"
"As sete cabeças são __________, sobre os quais a mulher está assentada; (Apocalipse)","sete montes","['nummod', 'ROOT']"
"A besta que era e já não é, é __________, e é dos sete, e vai-se para a perdição. (Apocalipse)","também o oitavo rei","['advmod', 'det', 'amod', 'ROOT']"
"Estes combaterão contra o Cordeiro, e o Cordeiro os __________, porque é o Senhor dos senhores e o Rei dos reis; (Apocalipse)","vencerá","['ROOT']"
"As águas que viste, onde se assenta a prostituta, são __________, multidões, nações e línguas. (Apocalipse)","povos","['ROOT']"
"E os dez chifres que viste, e a besta, estes __________ a prostituta e a tornarão desolada e nua, e comerão as suas carnes, e a queimarão no fogo. (Apocalipse)","odiarão","['ROOT']"
"E __________ que viste é a grande cidade que reina sobre os reis da terra. (Apocalipse)","a mulher","['det', 'ROOT']"
"Depois destas coisas vi descer do céu outro anjo que __________ grande autoridade, e a terra foi iluminada com a sua glória. (Apocalipse)","tinha","['ccomp']"
"Caiu, __________ a grande Babilônia, e se tornou morada de demônios, e guarida de todo espírito imundo, e guarida de toda ave imunda e detestável. (Apocalipse)","caiu","['ROOT']"
"Porque todas as nações têm bebido do vinho da ira da sua prostituição, e os reis da terra __________ com ela; (Apocalipse)","se prostituíram","['expl', 'ROOT']"
"Porque os seus pecados se acumularam até o céu, e Deus __________ das iniqüidades dela. (Apocalipse)","se lembrou","['expl', 'ROOT']"
"Estou __________ como rainha, e não sou viúva, e de modo algum verei o pranto. (Apocalipse)","assentada","['ROOT']"
"Por isso, num mesmo dia __________ as suas pragas, a morte, e o pranto, e a fome; e será consumida no fogo; (Apocalipse)","virão","['ROOT']"
"E sobre ela __________ e lamentam os mercadores da terra; (Apocalipse)","choram","['ROOT']"
"E todo piloto, e todo o que navega para qualquer porto e todos os marinheiros, e todos os que trabalham no mar __________ de longe; (Apocalipse)","se puseram","['expl', 'ROOT']"
"Ai! ai da grande cidade, na qual todos os que tinham naus no mar __________ em razão da sua opulência! (Apocalipse)","se enriqueceram","['expl', 'ROOT']"
"Com igual ímpeto será __________ Babilônia, a grande cidade, e nunca mais será achada. (Apocalipse)","lançada","['ROOT']"
"E em ti __________ mais o som de harpistas, de músicos, de flautistas e de trombeteiros; (Apocalipse)","não se ouvirá","['advmod', 'expl', 'ROOT']"
"E nela __________ o sangue dos profetas, e dos santos, e de todos os que foram mortos na terra. (Apocalipse)","se achou","['expl', 'ROOT']"
"A salvação e a glória e o poder __________ ao nosso Deus; (Apocalipse)","pertencem","['ROOT']"
"E a fumaça dela __________ pelos séculos dos séculos. (Apocalipse)","sobe","['ROOT']"
"Então os vinte e quatro anciãos e os quatro seres viventes prostraram-se e __________ a Deus que está assentado no trono, dizendo: Amém. (Apocalipse)","adoraram","['ROOT']"
"Vinde, __________ para a grande ceia de Deus, para comerdes carnes de reis, carnes de comandantes, carnes de poderosos, carnes de cavalos e dos que neles montavam, sim, carnes de todos os homens, livres e escravos, pequenos e grandes. (Apocalipse)","ajuntai-vos","['ROOT']"
"E a besta foi __________, e com ela o falso profeta que fizera diante dela os sinais com que enganou os que receberam o sinal da besta e os que adoraram a sua imagem. (Apocalipse)","presa","['ROOT']"
"Estes dois foram __________ vivos no lago de fogo que arde com enxofre. (Apocalipse)","lançados","['ROOT']"
"E os demais foram __________ pela espada que saía da boca daquele que estava montado no cavalo; (Apocalipse)","mortos","['ROOT']"
"Ele __________ o dragão, a antiga serpente, que é o Diabo e Satanás, e o amarrou por mil anos. (Apocalipse)","prendeu","['ROOT']"
"Depois disto é __________ que ele seja solto por um pouco de tempo. (Apocalipse)","necessário","['ROOT']"
"Mas os outros mortos __________, até que os mil anos se completassem. (Apocalipse)","não reviveram","['advmod', 'ROOT']"
"Bem-aventurado e santo é __________ que tem parte na primeira ressurreição; (Apocalipse)","aquele","['ROOT']"
"Ora, quando se completarem os mil anos, Satanás será __________ da sua prisão, e sairá a enganar as nações que estão nos quatro cantos da terra, Gogue e Magogue, cujo número é como a areia do mar, a fim de ajuntá-las para a batalha. (Apocalipse)","solto","['ROOT']"
"E __________ sobre a largura da terra, e cercaram o arraial dos santos e a cidade querida; mas desceu fogo do céu, e os devorou; (Apocalipse)","subiram","['ROOT']"
"E vi um grande trono branco e o que estava assentado sobre ele, de cuja presença __________ a terra e o céu; (Apocalipse)","fugiram","['ccomp']"
"E a morte e o inferno foram __________ no lago de fogo. (Apocalipse)","lançados","['ROOT']"
"E todo aquele que não foi achado inscrito no livro da vida, foi __________ no lago de fogo. (Apocalipse)","lançado","['ROOT']"
"Porque já se foram __________ e a primeira terra, e o mar já não existe. (Apocalipse)","o primeiro céu","['det', 'amod', 'ROOT']"
"Eis que o tabernáculo de Deus está com __________, pois com eles habitará, e eles serão o seu povo, e Deus mesmo estará com eles. (Apocalipse)","os homens","['det', 'ROOT']"
"A quem tiver sede, de graça lhe __________ a beber da fonte da água da vida. (Apocalipse)","darei","['ROOT']"
"Mas, quanto aos medrosos, e aos incrédulos, e aos abomináveis, e aos homicidas, e aos adúlteros, e aos feiticeiros, e aos idólatras, e a todos os mentirosos, a sua parte será no lago ardente de fogo e enxofre, que é __________. (Apocalipse)","a segunda morte","['det', 'amod', 'ROOT']"
"E __________ em espírito a um grande e alto monte, e mostrou-me a santa cidade de Jerusalém, que descia do céu da parte de Deus, tendo a glória de Deus; (Apocalipse)","levou-me","['ROOT']"
"Ao oriente __________ três portas, ao norte três portas, ao sul três portas, e ao ocidente três portas. (Apocalipse)","havia","['ROOT']"
"O muro da cidade __________ doze fundamentos, e neles estavam os nomes dos doze apóstolos do Cordeiro. (Apocalipse)","tinha","['ROOT']"
"E aquele que falava comigo __________ por medida uma cana de ouro, para medir a cidade, as suas portas e o seu muro. (Apocalipse)","tinha","['ROOT']"
"A cidade era __________; e o seu comprimento era igual à sua largura. (Apocalipse)","quadrangular","['ROOT']"
"E __________ a cidade com a cana e tinha ela doze mil estádios; (Apocalipse)","mediu","['ROOT']"
"O muro era __________ de jaspe, e a cidade era de ouro puro, semelhante a vidro límpido. (Apocalipse)","construído","['ROOT']"
"Os fundamentos do muro da cidade estavam __________ de toda espécie de pedras preciosas. (Apocalipse)","adornados","['ROOT']"
"Nela __________ santuário, porque o seu santuário é o Senhor Deus Todo-Poderoso, e o Cordeiro. (Apocalipse)","não vi","['advmod', 'ROOT']"
"A cidade __________ nem do sol, nem da lua, para que nela resplandeçam, porém a glória de Deus a tem alumiado, e o Cordeiro é a sua lâmpada. (Apocalipse)","não necessita","['advmod', 'ROOT']"
"As nações __________ à sua luz; e os reis da terra trarão para ela a sua glória. (Apocalipse)","andarão","['ROOT']"
"As suas portas __________ de dia, e noite ali não haverá; (Apocalipse)","não se fecharão","['advmod', 'expl', 'ROOT']"
"E __________ nela coisa alguma impura, nem o que pratica abominação ou mentira; (Apocalipse)","não entrará","['advmod', 'ROOT']"
"E __________ o rio da água da vida, claro como cristal, que procedia do trono de Deus e do Cordeiro. (Apocalipse)","mostrou-me","['ROOT']"
